Number,Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,,PacketClassification
5154,34.687682,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5155,34.689669,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5156,34.689673,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5157,34.689718,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5158,34.690097,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5159,34.690101,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5160,34.690102,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5161,34.690104,199.232.174.2,192.168.1.93,TCP,338,324,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5162,34.690184,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5163,34.690201,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5164,34.690202,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5165,34.690218,192.168.1.93,104.18.40.133,TLSv1.2,215,201,49458,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5166,34.690308,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5167,34.690343,192.168.1.93,104.110.244.196,TLSv1.2,1035,1021,49472,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5168,34.690344,192.168.1.93,199.232.174.2,TCP,66,52,49486,443,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5169,34.69145,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5170,34.691456,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5171,34.691457,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5172,34.692871,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5173,34.692874,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5174,34.692875,199.232.174.2,192.168.1.93,TCP,114,100,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5175,34.692875,199.232.174.2,192.168.1.93,TLSv1.2,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5176,34.692876,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
5177,34.692878,199.232.174.2,192.168.1.93,TCP,1490,1476,443,49486,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
